"","commit_hash","commit_message","fix","classification","contains_bug","ns","nd","nf","entrophy","la","ld","lt","ndev","age","nuc","exp","rexp","sexp","glm_probability","name","commit_words","bayesian_score","spam_ham","jacob","charles"
"346","facb82e074712a3f94ac99b13c3a6ad4741fb46b","Merge Modifications to bold contacts' first names.","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"android_packages_apps_Contacts",5,0.00125373127915,"ham","False","False"
"343","fade3372677ffa12230f8484655bfe65ea161e40","Merge branch 'myfeature' into develop","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"esup-opi",4,0.714500856832,"spam","False","True"
"102","fb2993a8e59ed922dad9661469d6d8f46204e4e7","listen for broadcasts from donator","False","None","f",1,1,1,0,5,0,92,2,5.19127314814815,44,871,1.19263097345527,77,0,"smsdroid",3,0.00344827312338,"ham","False","False"
"202","fbb469e96cddb03b8a819766516e367351eb5048","android: remove obsolete .mk files","False","None","f",1,1,2,0.738284866143451,0,72,36,2,24.786087962963,11,1489.5,1.03301375698232,29,0,"bvs",5,0.678738418176,"ham","False","False"
"176","fd243a66945aef9cf0902229254ffc6fa68037fe","not-free/contribute message more prominent on home page","False","None","f",2,3,6,2.46208717615022,17,11,76,12,23.5661361882716,518,25233.5,1.09272009227301,202,0,"cyberdojo",6,0.5,"spam","False","False"
"305","fd57638117c45849eae495d812a12c6d68330e3d","Merge Clean up pthread_gettid_np test. am: dbc6398e95* commit 'dbc6398e95df44a18715ce5ba19b8e1a93b969d4':n  Clean up pthread_gettid_np test.n","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"platform_bionic",12,0.630908850275,"ham","False","False"
"270","fd8de955f5a5a6dc5b61ce85822e85c04a4e5b10","awardedDegree migration","False","None","f",1,3,3,1.03933757228649,42,127,42.3333333333333,24,7.58099537037037,44,228,1.04396959990718,170,0,"VIVO",2,0.202058035833,"ham","False","False"
"244","fddf5dbb90977e6e4e01ebd0d0cbf0c95700bcea","sl slovenu00c5u00a1u00c4u008dina translation #13887. Author: woodswoods.","False","None","f",1,1,1,0,2,0,431,5,3.39251157407407,127,39019,1.29476686465629,5455,0,"lila",6,0.768774855015,"ham","False","False"
"369","fe62c803e24587de01c85e722f026641f567e789","fix small bugs","True","Corrective","f",1,2,2,1,2,2,76,19,0.013275462962963,6,1805.5,57.4952048823016,196,0,"kde-owncloud",3,0.997508790182,"ham","True","True"
"10","fec12eeb835935b8e25ef2d589c21b2840742246","ODE-263 onAlarm is trigered only after completed activitygit-svn-id: https://svn.apache.org/repos/asf/ode/trunk@687405 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,1,0,24,3,274,8,89.7630555555556,36,11150,1.01114044072821,1062,0,"ode",22,0.5,"ham","False","False"
"114","fed854388131e80b3b911abf419af14417b01adc","GPF-190 eliminate user service supportgit-svn-id: http://svn.aei.mpg.de/eScience/GridSphere/trunk@4452 9c99c85f-4d0c-0410-8460-a9a1c48a3a7fn","False","None","f",1,8,10,1.46500597486619,46,280,216.6,13,111.854667824074,266,10948.5,1.00234800741705,7297,0,"GridSphere",21,0.687715276868,"ham","False","False"
"331","ff8a83dcd5df7b1aea97216e57767959aeeb186b","-","False","None","f",1,1,1,0,6,11,67,15,0.00353009259259259,2,6603,284.27868852459,5984,0,"g3m",0,0.746764238547,"spam","True","True"
"281","ff8e434c1f7f560140c26f025509a3d186432d24","Merge branch 'master' of github.com:webgme/webgme","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"webgme",7,0.787619611515,"ham","False","True"
"391","007883dea2910ea1b507d8e62d00e88aa483a411","working version of split control + action beanSplitcontrol requires some cleanup, initial stub of merge control.","False","Feature Addition","t",1,2,6,1.5938600277781,676,171,451,7,13.538493441358,76,40.5,0.717714266129587,31,0,"flamingo",12,0.767434452989,"ham","False","False"
"3241","00ad2993e8a58539fcf62a133a515d2f77ec50b6","Initial pass at integrating external API jarsSigned-off-by: Pierre-Alexandre Meyer <pierre@ning.com>n","False","Feature Addition","t",17,70,194,6.84715493042427,898,9924,79.701030927835,6,82.8300082331042,5437,10572.5,1.00037639112402,1093,0,"killbill",13,0.0398567445878,"ham","False","False"
"1251","02137cf906671223ae657306c2f36ca569364f72","Fixed selectOneRadio problem with custom layout","True","Corrective","t",1,1,1,0,1,1,2529,2,2.72653935185185,208,5689,1.36676529143832,5619,0,"primefaces",5,0.750191921292,"ham","False","False"
"2001","02392366c8319f63b40711aca2cee1a44dc56bc8","add Lexar/Gemalto Smart Enterprise Guardian in the Should work but untested by me listgit-svn-id: svn://svn.debian.org/svn/pcsclite/trunk@2790 0ce88b0d-b2fd-0310-8134-9614164e65ean","False","Feature Addition","f",1,1,1,0,2,0,604,1,14.161099537037,120,3814,1.07061598553026,1607,0,"pcsc-lite-clone",25,0.0870157148847,"ham","False","False"
"2391","0248f99f78c8ad6a1ad118ad4909322957bbdbe6","- level of App and Commons loggers is now also configured - log level can now be dynamically after startup using #setLogLevel(Level)git-svn-id: https://svn.mucommander.com/mucommander/trunk@3267 550a0b29-e8ba-4216-b148-48df7e53fc2cn","False","None","t",1,1,1,0,25,11,642,6,0.0630902777777778,127,1420,16.8503026967529,1312,0,"mucommander",27,0.83762751036,"ham","False","False"
"1021","02b5db6af69065a7488fded9cf50d7349023195b","WI-7911","False","None","t",1,2,2,0.634309554640566,75,0,136.5,13,0.504635416666667,9,579.5,1.99081432552379,580,0,"intellij-plugins",2,0.661373323381,"ham","False","False"
"461","05671a926b47ba4b6c658549abcce248978ff760","*** empty log message ***SVN-Revision: 656n","False","None","t",1,1,1,0,73,38,1154,9,1.09260416666667,48,727,1.91524454190104,484,0,"catissue-dynamic-extensions",5,0.658124748476,"spam","True","True"
"3610","05725d8f83ab71c0f3f3dfa42a6cc4c971d2eb4d","Disabled the wallpaper when completely in -1 Now space.Bug: 11186234nChange-Id: I6ffb66f12298bd9df7e228a8589d63780b70a396n","True","Corrective","t",1,1,1,0,1,1,4742,44,0.837951388888889,184,0,0,0,0,"android_packages_apps_Trebuchet",10,0.0144613688182,"ham","False","False"
"691","059a535848147618665c55fd482db125f34a0400","Merge remote-tracking branch 'origin/master'","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ppteng",6,0.529512900584,"ham","False","True"
"971","059e51413d178d32d34ced38b9d9e50b3c28bf2a","lots of changes that i don't remember doing","False","None","t",1,1,1,0,23,4,217,1,118.802523148148,6,66223,1.00841732964504,1049,0,"coge",3,0.494957005953,"ham","True","True"
"701","062e74bb7cb0381a14761a094f41072ee271dc25","Fix up glibc version checkingScenario:nncheck_glibc_ver('2.5.1')nnre.search(r'(d+.d+(.d+)?)', glibc_ver).group() returnsn2.5nn[..]nnthen we donsize = min(len(glibc_ver), len(ver2))nnand we end up after checking only first two numbers...nnFrom: Michal Piotrowski <michal.k.k.piotrowski@gmail.com>nnnngit-svn-id: svn://test.kernel.org/autotest/trunk@339 592f7852-d20e-0410-864c-8624ca9c26a4n","True","Corrective","t",1,1,1,0,5,2,416,2,0.607743055555556,40,632,2.64543221162087,247,0,"autotest",53,0.750567472425,"ham","False","False"
"2191","070d8223457a735cfada3f3951a053f4f3a3baab","fix broken UT","True","Corrective","t",1,1,1,0,9,1,737,17,0.0053587962962963,23,2331,187.609071274298,278,0,"druid",3,0.752279070355,"ham","True","False"
"1581","08ccc735acb4101613c08db29cfa039c669769d2","Created generic CSS spinnerSwitched to gif spinner, added testsnnSwitched gif image to deal with background colors; added alert role to spinnernnAdded styling for softer adjustment to changing backgroundsn","False","Feature Addition","t",2,3,6,2.25588488890083,150,0,0,1,0,0,14.5,0,10,0,"aura",22,0.0633070904233,"ham","False","False"
"891","0aedb5559feeb69f97965493e45c0a631b65e2f8","","False","None","t",2,13,14,2.20947258229193,263,104,50.3571428571429,12,12.5715393518519,105,272.5,1.03227821476079,202,0,"aio-portal",0,0.5,"ham","True","True"
"3821","0b452a48301da2653deb1dc4eed75aa7f1df4c35","Bug 26433: Level serializationgit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@311424 13f79535-47bb-0310-9956-ffa450edef68n","True","Corrective","t",3,6,7,1.76079449227119,456,190,99.5714285714286,10,30.5328025793651,53,499,1.00755547895206,216,0,"log4j",21,0.506748157866,"ham","False","False"
"3001","0b649adac6a82beb3f0fac8e108bf515d2f1a277","modified Library Viewer to show the Number of Experimental Wells instead of the Number of Wellsgit-svn-id: https://forge.abcd.harvard.edu/svn/screensaver/trunk@1005 80c535d0-b110-0410-b4de-9279f94142c3n","False","None","t",1,3,5,1.66725133865692,34,3,425.6,2,3.94706481481481,115,2062,1.08234979555245,1082,0,"screensaver",25,0.756420430909,"ham","False","False"
"1501","0d913c3b4953b00a58c33bb0181ea3bf3f32bcbc","PropertyBox.get_paths() now correctly returns a Paths object containing paths ordered by their precedence.","False","None","t",1,1,4,1.69708926037443,30,10,122.75,5,1.12916087962963,63,944.5,1.47443481207944,70,0,"datahappi",10,0.890824886688,"spam","False","False"
"910","0dc90597c446b12ea863143b65c43482c2675ac5","Add a simple asynchronous stock ticker. Some more refactoring around common codegit-svn-id: http://svn.apache.org/repos/asf/tomcat/trunk@825366 13f79535-47bb-0310-9956-ffa450edef68n","False","Feature Addition","t",2,9,15,2.19873036179987,393,19,657.466666666667,7,33.6440856481481,229,1485,1.00327397870078,155,0,"apache-tomcat-8",25,0.674473111127,"ham","False","False"
"3451","0dedc8654da77c68bc56f7f3a2d0b18da9fa1528","igraph_le_community_to_membership added, igraph_community_to_membership changed a bit Patches applied: * csardi@szaffi2/igraph--main--0.5--patch-165n   igraph_le_community_to_membership added, igraph_community_to_membership changed a bitnn","False","Feature Addition","t",4,6,7,1.68534923076308,94,7,2513.57142857143,3,13.3267377645503,818,5309,515.29527811654,1798,0,"igraph",20,0.818744054409,"ham","False","False"
"1371","0e79e8473ea7d19b9a39cdca8bb0d90e8557fe06","adjusted package structure to text","False","None","t",1,3,15,3.78211489615498,479,479,72.8,11,0,49,4712,0,3891,0,"jgralab",4,0.780900200254,"ham","True","False"
"1731","0ec90f2b03799dfa040aaaa4aa9d5324262f7abf","Display output error in the exception's toString..Change-Id: I050a663fc760f0b0c98a7d8dbcfa141168e30030n","False","None","f",1,1,2,0.650022421648354,30,0,38,13,66.4147222222222,2,1111.5,1.01129267690815,795,0,"openbox_sdk",8,0.402422449478,"ham","False","False"
"3191","0eec89d7d76077b485851c80e8f4e78e2d1e8cbf","Implement and test ClosestFirstIterator and DijkstraShortestPath, using FibonacciHeap adapted from Nathan Fiedler. Add support for generation of Emacs TAGS file in build.xml.git-svn-id: https://jgrapht.svn.sourceforge.net/svnroot/jgrapht/trunk@191 4a7320f3-3611-0410-a4d0-ef7ff04b8906n","False","Feature Addition","t",3,7,12,2.27947955996995,1434,29,111.666666666667,3,7.7396199845679,34,40.5,1.03346603154364,18,0,"jgrapht",34,0.5,"ham","False","False"
"2451","0f1dc6330cc3ad317f6676fc783d182bdcb6d1a6","die() if media tag is not found","False","None","f",1,1,1,0,4,0,552,9,6.68943287037037,4,5694,1.14948950372599,2277,0,"mediacloud",3,0.5,"ham","False","False"
"2101","116cf8f5a6a29104533f397a408d515abbf90c25","Turns out that we don't need a separate HStoreCoordinator call for early 2PC:PREPARE and we can just reuse everything we already have","False","None","t",1,2,4,1.7563866757307,22,32,2321.5,13,0.0916927083333333,580,29950.5,36.0155513537613,12563,0,"h-store",8,9.31177378372e-07,"ham","False","False"
"1921","129476f3f526a130168a81a30926725a2aa5c95b","Bug #184 (Exception beim aktivieren des Plugins) fixed","True","Corrective","t",1,1,1,0,12,11,623,8,0.00797453703703704,30,767,126.399129172714,693,0,"spyglass",8,0.691107323517,"ham","False","False"
"387","13e9f62f709bb948c497a2fd1407bf24b559a081","15820213 SUNBT7202653 Move ncurses from Desktop consolidation to Userland","False","None","f",1,3,6,0.374486538414205,3623,0,0,1,0,0,1739.5,0,1718,0,"oi-userland",7,0.5,"ham","False","False"
"3561","13ecc11dfd8b596633db31f404f06b33c6d43463","Updated Java Applet with obfuscation.","False","None","f",1,2,2,0,0,0,0,3,0.0833217592592593,18300,18433.5,10.0012501736352,18372,0,"social-engineer-toolkit",4,0.5,"ham","False","False"
"1551","141b091adcdd4e9be562f9aa24cbb2d6db8d8955","Verify ffmpeg protocols","False","None","t",1,2,2,0.955931263789648,60,1,184,3,-1.22299189814815,13,7.5,0.382269202934078,8,0,"UniversalMediaServer",3,0.0594480458764,"ham","False","False"
"1610","14a7e4ae7824ab7f070e40e62c8b602466c5bec5","[#1720] Binder: Handle lists of generic types","False","None","t",1,2,3,1.5147239826031,54,4,301,48,491.28119212963,99,25,1.00135984402787,10,0,"play1",6,0.5,"ham","False","False"
"1861","153279749b48e0b77eff41315c94e9ccdead4e77","Moved startup system properties temporary cache from VMSystemProperties to Startup to allow VMSystemProperties to be private instead of internal.","False","None","t",2,2,2,0.998635964158572,16,7,316.5,4,0.0133854166666667,5,6549.5,47.1579588320908,1703,0,"ikvm",12,0.000667488726421,"ham","False","False"
"3651","1613be6b24461cd374a9cc9160c0cd6f141003f7","(ede-documentation): Fix to not use ede-expand-filename","False","Non Functional","f",1,1,1,0,8,6,184,5,33.6256134259259,22,6142,1.02973923441435,645,0,"cedet",7,0.85811212798,"spam","False","False"
"421","16eb61e2a4bd30668bb9756e0e4ac3cfc2967721","Add support for the replace wad dir buttongit-svn-id: http://odamex.net/svn/root/branches/odameXbox@1723 b0bcef46-2027-0410-bd56-ab726e9a1d04n","False","Feature Addition","t",1,1,2,0.418684310526856,54,5,314.5,1,0.0617592592592593,7,253.5,13.143928035982,58,0,"odamex",21,0.022655138836,"ham","False","False"
"1511","172273570af62f6d02fb69b782e848310fc2a294","Memory leak fix in pg_errorgit-svn-id: http://svn.osgeo.org/postgis/trunk@1766 b70326c6-7e19-0410-871a-916f4a2858een","True","Corrective","t",2,2,2,0.276195427647939,8,13,334,7,45.9831076388889,111,2243.5,1.57872322329551,1220,0,"PostGIS",18,0.0295566198026,"ham","True","False"
"1591","182394d3fa82d7df5ff29a688f9bab7a51235cd7","nodes may be subclassed. closes #54","False","None","t",2,2,20,3.7428612822943,86,29,151.95,5,24.4822829861111,400,2007.5,1.00895569295377,510,0,"nokogiri",4,0.815147742519,"spam","False","False"
"386","1830cd1dc8259aa57175f1cf2a3d8797a7a35935","Add proximity for Russian.This also tries to make the code as easy to extend as possiblenfor future developments.nnBug: 5701241nChange-Id: I1ed48e6a5cc7aab94c5d6e309930cc004247d7e7n","True","Corrective","t",1,2,3,0.920480228952901,181,85,317,24,35.3524035493827,61,575,1.02012039625893,441,0,"AKeyboard",16,0.0839117613761,"ham","False","False"
"3021","19495b2f4b9e621279b5e78be6464c6bf8f7cc92","HADOOP-7788. Add simple HealthMonitor class to watch an HAService. Contributed by Todd Lipcon.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1303208 13f79535-47bb-0310-9956-ffa450edef68n","False","Feature Addition","t",1,5,5,1.38487865159571,535,1,2456,36,15.2480856481481,306,6375,2.96291421935903,109,0,"hadoop",29,0.576668700892,"ham","False","False"
"3151","1ada506e2d90377c2475e103340d8986bf8847f9","added the capability to have ruleset-specific main message queuesThis offers considerable additional flexibility AND superior performancen(in cases where multiple inputs now can avoid lock contention)n","False","Feature Addition","t",4,4,13,2.38078633676021,260,60,789.692307692308,6,40.7744337606838,1176,8729,1.29481864729349,260,0,"rsyslog",21,0.899406967651,"ham","False","False"
"2291","1be06ee2ded53f5048bd6a901e6d19fc75fb3067","Fixes deprecation warning, fixes documentation error.","True","Corrective","f",1,1,2,0.863120568566631,4,3,892.5,9,0.891550925925926,33,40.5,1.84123068934182,36,0,"Nimrod",6,0.0669455177351,"ham","False","False"
"3701","1ca71a0c5042467e6a3c92c66893f75d18f46681","Test and refactor eval CLI options* Add tests for CLI option parsern* Refactor CLI option parser a bitn","False","Feature Addition","t",1,5,6,1.86983127789028,76,26,151.333333333333,15,9.85779706790124,58,9565.5,1.03006919061268,1426,0,"lenskit",15,0.5,"ham","False","False"
"3501","1cea1277a7fb4eed75ecd090cfffddf60c37c87c","Refactoring: remove unused field","False","None","t",1,1,1,0,3,5,91,22,3.32208333333333,7,3580,1.30101592875956,2135,0,"cgeo",4,0.0016637489008,"ham","False","True"
"2681","1d9f6201a06a01c6228b545f6544fbd18599a312","HHH-7841 - Redesign Loader","False","None","t",1,1,2,0.991992403453856,68,8,165.5,57,2.02802662037037,1,57244.5,0.623272543609089,2232,0,"hibernate-orm",4,0.827941700359,"spam","True","False"
"3391","1ede7866f6cd732dd92b3939c8d80683fe7bca89","Fixes issue 1313. Concurrent access in releasegit-svn-id: http://csipsimple.googlecode.com/svn/trunk/CSipSimple@1039 9f815046-5998-e9c0-b7e2-ac03a23edfa4n","True","Corrective","t",1,2,2,0.840358671609117,20,6,2092,4,0,350,11692.5,0,2889,0,"csipsimple",21,0.605939372103,"spam","False","False"
"1710","1ee94f23aad5625b7437d9d34ae254573d914086","factor out and_dictionary_make_empty","False","None","t",1,1,2,0.453716339186945,15,6,212.5,2,10.4617824074074,2,383.5,1.07168950478926,384,0,"xwords",2,0.526075041737,"ham","False","False"
"2011","1f248808f5ff286dd8d91654d453cb62b0cbf736","*** empty log message ***","False","None","t",4,6,6,1.95739609481315,92,85,819.666666666667,8,9.00344714506173,366,11301.5,1.9650329825832,313,0,"testlink-code",2,0.536979345544,"ham","True","True"
"3091","1f2c226d8e9456ef43412f76a3b82f8dadf53602","* Added ctimer_restart(). Patch by Moritz Struebe. * Added ctimer_expired().","False","Feature Addition","f",1,1,2,0.870346054692958,101,2,111.5,1,850.569328703704,8,396.5,1.0009722196222,69,0,"Contiki-IDS",7,4.90332048835e-05,"ham","False","False"
"1951","1f3222de1f9c5930c31ccff6c334bfcc1c948eb1","Sycnrhonize test of range-byte capabilities to prevent multiple tests of the same host during concurrent data loading.","False","Preventative","f",1,1,1,0,59,57,1010,12,19.5287152777778,84,1963,1.05120664548466,1603,0,"IGV",12,0.12163229167,"ham","False","False"
"3131","1fc8e0a44afb59f2611460615ab7f1f58297bfba","XA Resource Manager support. Add missing config.git-svn-id: http://anonsvn.jboss.org/repos/blacktie/trunk@176 aa7494b7-e75f-0410-880c-f61b6724bf28n","False","Feature Addition","f",1,2,2,0.175565025857503,40,36,208,2,4.32277777777778,14,84.5,1.18076231133849,10,0,"blacktie",23,0.795738060601,"ham","False","False"
"2810","2085c6faddaf3380331677c53f91396b04bbe329","Fix test","True","Corrective","f",1,1,1,0,2,1,43,8,1042.0175462963,3,58,1.00095967673822,58,0,"atlas",2,0.006310423743,"ham","True","True"
"1721","212e23f3d31b49a4c3c6fc765d53455d14fc0c04","AMBARI-11561. Property 'Location of Sql Connector Jar' is reset when adding Ranger (alexantonenko)","False","Feature Addition","t",1,2,2,0.0838682923498064,1045,6,994.5,56,6.77220486111111,49,2978.5,1.39789023065293,1543,0,"ambari",11,0.573123233644,"ham","False","False"
"611","21f589f81f523d38eca275512d779fb7b087edcf","make the end_to_end test succeed again. needed to use local logfiles for poller&reactionner, because their messages did not make it into the nagios.log","False","Preventative","t",1,2,3,1.55665670746282,12,2,194,22,254.127608024691,53,980,1.00177246393315,398,0,"shinken",14,0.486986735314,"ham","False","False"
"2371","221f3cff6976f21b403cd3bba4b62e323d53bc51","*** empty log message ***git-svn-id: https://svn.apache.org/repos/asf/incubator/jspwiki/trunk@626522 13f79535-47bb-0310-9956-ffa450edef68n","False","None","t",2,2,3,1.00408408670458,24,11,969.333333333333,5,0.339691358024691,1633,8111,2.6354865485461,6036,0,"jspwiki",20,0.952156992662,"spam","True","True"
"3731","22528e9bc486cbb6357192bd758c417c61bba955","Move the inspection analysis code into Sys::Guestfs::Lib library.Creates new functions:n  inspect_all_partitionsn  inspect_partitionn  inspect_operating_systemsn  mount_operating_systemn  inspect_in_detailnnIncludes far more documentation for the process.n","False","None","t",2,2,2,0.973617860421006,981,603,823,4,0.124768518518519,32,2142.5,7.01113172541744,112,0,"libguestfs",21,0.37397994576,"ham","False","False"
"3591","22cbe9e0dd81c00ec9891d817ec34e15f3afd878","INT-2291 polished broken test","False","Preventative","t",1,1,1,0,3,3,485,12,2.94784722222222,11,5136,1.33923060613913,840,0,"spring-integration",5,0.827430935884,"ham","True","False"
"2521","24dc8bce4d1a11b25ff79db275a7a2acf420a1bf","See git issue #548 for list of completed changes.","False","None","t",1,7,12,2.85895963656717,136,28,142.333333333333,9,1.26859857253086,29,439.5,1.21339711991404,228,0,"iSENSE-Hardware",7,0.167500718396,"ham","False","False"
"3121","24ded062fd767c9e1299738a78f22068b7964afe","Bug 249607 - Handling of features in exclusive site","True","Corrective","f",1,2,5,1.32870603416488,113,15,224,10,4.19317824074074,36,792,1.32544998229923,739,0,"rt",6,0.0539211024146,"ham","False","False"
"2701","25460a1d5cb473033408c9e76898bb77e785c66f","Fixing issue where drag view is jumping when you scroll from hovering over an edge.  (Bug 8522679)Change-Id: Ie523e718bd1b558db9608aa66f6c353e4b8e1a14n","True","Corrective","t",1,1,2,0.303374836086414,22,15,3387,26,9.81064236111111,637,3260.5,9.11991760707931,1104,0,"android_packages_apps_Trebuchet",13,0.5,"ham","False","False"
"2241","27b5398fe059b0348323034adade5f1bf2a4b2b5","Tweaks, fixups, and comments on evbuffer_add_iovec","True","Corrective","t",2,2,2,0.881290899230693,8,2,2651.5,12,17.4047800925926,262,3779.5,1.04309161023639,805,0,"iSoul",4,0.775893724011,"ham","True","False"
"1321","288b7dd8a8f1da18b7d1be1990a65e7b563b2165","added Sample[ ] commandgit-svn-id: http://www.geogebra.org/svn/trunk@6630 23ce0884-8a58-47d3-bc5c-ddf1cd5b9f9en","False","Feature Addition","t",1,4,6,1.28124468072747,232,1,2790.66666666667,29,0.15294174382716,970,5500.5,3.30056126631771,5503,0,"geogebra",17,0.848982267885,"ham","False","False"
"2141","291e50ac604368492e55d6cd8516632c7eb137eb","*** empty log message ***","False","None","t",1,1,1,0,7,3,612,8,21.2244444444444,26,694,1.0471154852895,652,0,"jacorb",2,0.0226163542034,"ham","True","True"
"1301","294c588023bbfa9dbdc184802f0985873a9cb218","375509 - Stalled stream stalls other streams or session control frames.","False","None","t",1,2,2,0.660376922992689,106,5,53,10,3.24788194444444,11,1938.5,1.67221953804219,40,0,"jetty-spdy",8,0.640159206188,"ham","False","False"
"2641","29a82b8a9868505874fa92d0229908a80a57bde8","Try out the new IR AST building methods.R=nicksantosnDELTA=39  (10 added, 18 deleted, 11 changed)nnnRevision created by MOE tool push_codebase.nMOE_MIGRATION=3749nnngit-svn-id: https://closure-compiler.googlecode.com/svn/trunk@1611 b0f006be-c8cd-11de-a2e8-8d36a3108c74n","False","Feature Addition","t",1,1,3,1.51662381107936,21,29,591.666666666667,55,3.39711033950617,59,5019,1.12570861747176,1578,0,"plovr",37,0.5,"ham","False","False"
"621","29c665024b121212fc391bd2942085d4f810b5c7","Merged pull request 586, updated description","False","Non Functional","t",3,38,66,4.17122490351852,534,149,97.8787878787879,11,7.85491214225588,2858,4581.5,8.39198468073852,1849,0,"XPrivacy",6,0.00105038365704,"ham","False","False"
"3531","2a8a4dcbbbf02985ae36160fddeadedac82510f4","added var: TARGET_SIMULATOR_WITH_BINDER to make a diff with TARGET_SIMULATOR","False","Feature Addition","f",1,1,1,0,2,0,89,28,27.0025231481481,11,460,1.03703357625188,44,0,"droidbuild",6,0.781171203303,"ham","False","False"
"2031","2c3c12b800aa492d4ce33c6342bde69b6e11e1f0","- Refactor ClassMemberNode to:   . StaticMethodCallNode   . StaticMemberAccessNode   . ConstantAccessNode   . ClassAccessNodegit-svn-id: svn+ssh://svn.xp-framework.net/home/svn/xpforge/trunk/experiments@12465 d2cacbed-c0f6-0310-851a-9dad52fc623an","False","None","f",1,8,18,2.53725581269502,794,670,630.277777777778,1,34.1541833847737,267,14354.5,1.00676143707325,10017,0,"xp-experiments",25,0.323906607536,"ham","False","False"
"2991","2d182a7fc1aa17bce1f63164944995663f567c12","A better way to do cross-cell-only fakestat, which should also avoid problems with Linux's attribute validation.","True","Corrective","t",1,2,2,0.863120568566631,32,38,1672.5,28,2.9837962962963,87,468.5,1.25135764158262,458,0,"openafs-netbsd5",11,0.691446850319,"ham","False","False"
"3761","2d4a39284966cad5464f0a7ae6631923ef132563","Added public and private hologram views Private holo views still need some work - a better view popup/popdown system than books is required Also, major overhaul of PoppableView/SMSPopup system Cleaned up a lot of mess, especially around inventory views More testing needed for simultaneous multi-user access","False","Feature Addition","t",2,11,34,3.76245391852251,947,223,247.852941176471,1,4.29728962418301,1039,3249.5,1.04786904787409,3083,0,"ScrollingMenuSign",34,0.667672165624,"ham","False","False"
"1831","2e5974ccf4bc5594fff6302ba3c8c83ab1093edc","added MVAs orphans counting to indextool --check mode fixed MVA check in indextool --check modegit-svn-id: http://sphinxsearch.googlecode.com/svn/trunk@2140 8b96e2b9-35c5-2c16-bc47-5122d61876d4n","True","Corrective","t",1,1,1,0,97,42,19999,8,0.00422453703703704,799,38,237.712328767123,18,0,"csft5",27,0.5,"ham","False","False"
"3521","2e90543e87894bde114d02c5427a9833028a32cb","#JC-352 add page object","False","Feature Addition","t",1,2,3,1.33835185409842,111,28,39.3333333333333,3,1.36653549382716,4,324,0.91059251772509,315,0,"functional-tests",5,0.5,"ham","False","False"
"401","2ee3f705c923d0d378438cd33944647597baaa2f","Added output format selection and refactored the internals a bit. This is not yet finished, because I feel inherent clumsiness in the code written during the conference... I'll fix the remaining issues soon.git-svn-id: file:///home/dweiss/carrot2/migration/carrot2.svn/trunk@1706 7ff1d41c-760d-0410-a7ff-a3a56f310b35n","True","Corrective","t",1,8,14,3.10815276353828,404,139,81.4285714285714,4,2.70596395502645,35,13233.5,2.43377649955553,12482,0,"carrot2",39,0.881578357566,"spam","False","False"
"1691","2f6ddb90938ea23b2e9aefb4430b8c208c48e445","Add support to CssResource for unknown at-rules.External code review at  http://gwt-code-reviews.appspot.com/130817nnngit-svn-id: https://google-web-toolkit.googlecode.com/svn/trunk@7439 8db76d5a-ed1c-0410-87a9-c151d255dfc7n","False","Feature Addition","f",1,4,6,2.33486498330385,48,3,393,31,34.8096122685185,31,2.5,0.839381306812298,5,0,"gwt",31,0.313873209642,"ham","False","False"
"3011","2f74622427a5288f9e0b280b0ab41dee9fb6c7ad","Converted DebugGeometry to use a vertex buffer instead of using immediate rendering. Removed immediate rendering.","True","Corrective","t",2,5,9,2.43345324684619,74,465,933.777777777778,1,2.72808899176955,312,12222,1.39407982483317,6399,0,"Urho3D",12,0.5,"ham","False","False"
"2861","30ba2056bca38ddf93d6061acf31c15f023dd951","Removed function testing for emulcomm waitforconn and recvmess. Added two new unit tests to check the various types of callback functions for those functions.","False","Feature Addition","t",1,2,3,1.55269149628928,174,20,508,7,0.307465277777778,38,625,2.0841332580463,233,0,"seattle",16,0.71997847584,"spam","False","False"
"631","310e713cd8446c1a6123361a666451cb4d83da57","Clean it up a bit more","False","Perfective","t",1,1,1,0,4,3,619,7,0.751157407407407,10,353,2.33127889060092,8,0,"MDSplus",2,0.5,"spam","True","True"
"2481","31eadc83d3a4cea5a61b8636d5ab019f05f07b42","Fix style in examples.git-svn-id: https://svn.pointclouds.org/pcl/trunk@4258 a9d63959-f2ad-4865-b262-bf0e56cfafb6n","True","Corrective","t",1,3,10,3.0838195853852,111,105,93,43,3.51669212962963,16,76.5,1.10301743199509,35,0,"pcl-svn",18,0.0149425129166,"ham","False","False"
