"","X","commit_hash","commit_message","fix","classification","contains_bug","ns","nd","nf","entrophy","la","ld","lt","ndev","age","nuc","exp","rexp","sexp","glm_probability","name","commit_words","bayesian_score","spam_ham","jacob","charles"
"162",170,"24e0eb7263284d433153f2a808d1fd03a2383865","Resynced with GNU Classpath: serialization fixes2004-07-11  Dalibor Topic  <robilad@kaffe.org>nn* libraries/javalib/java/io/ObjectInputStream.java,nlibraries/javalib/java/io/ObjectStreamClass.java:nResynced with GNU Classpath.nn2004-07-10  Jeroen Frijters  <jeroen@frijters.net>nn* java/io/ObjectInputStream.java (readObject): Delegate instantationnof Externalizable classes to ObjectStreamClass.n* java/io/ObjectStreamClass.java (newInstance): New method toninstantiate Externalizable (while ignoring the accessibility ofnthe constructor). (constructor): New field to cache the constructor.n","False","None","f",2,2,3,1.40314060748368,64,23,4084.66666666667,18,31.0826658950617,2567,12010,65.8771555381131,7239,0,"kaffe",67,0.00058407355744,"ham","False","False"
"163",171,"2f4230ba2a99a5c3123dead046f1e12b7ec6ecaa","add interface name information when reporting link score changes.","False","Feature Addition","f",1,1,1,0,2,1,699,5,3.95042824074074,9,3378,1.25313711300638,2107,0,"serval-dna",7,0.405450884026,"ham","False","False"
"164",172,"a6bccc3e25fdfa9aadc4844fdb989d6034a56135","fixed warnings, further removed Engine.getCurrent()git-svn-id: http://svn.bigcat.unimaas.nl/pathvisio/trunk@2158 4f21837e-9f06-0410-ae49-bac5c3a7b9b6n","True","Corrective","t",1,11,18,3.24287495667252,30,19,190.666666666667,10,76.3441750257202,154,6845.5,1.00114975537722,3529,0,"pathvisio",21,0.782338888123,"ham","False","True"
"165",173,"042876b5597f2e0d5cbd150e8194ce6422b76d73","Better detection of thread termination at end of test Better failure messages so it is easier to see the cause of any failure immediatelygit-svn-id: http://svn.apache.org/repos/asf/tomcat/trunk@1173020 13f79535-47bb-0310-9956-ffa450edef68n","True","Corrective","t",1,1,1,0,20,6,279,12,11.7045486111111,9,15092,1.08543687016266,1163,0,"apache-tomcat-8",29,0.674473111127,"ham","False","False"
"166",174,"260602085c0f40ee9a7247ae907f6d9a2a246ce2","GS-803 Build version advanced to 3495-356svn path=/trunk/gigaspaces/; revision=53610nnnFormer-commit-id: 1631a7d0d18244cd34b781ffab8330c708a076cc","False","None","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OpenSpaces",15,0.426493960239,"ham","False","False"
"167",175,"cd1b1185095cae1f1bc75f7541f29d71addbce00","Moving other beangit-svn-id: http://svn.encuesta.me/trunk/encuestame@410 39e2479b-dd58-4041-9f67-69c9b71f0610n","False","None","f",1,1,2,0.106792032375842,70,1,143.5,2,0.0117824074074074,1,4294.5,21.7180746561886,1341,0,"encuestame",15,0.799453285402,"ham","False","True"
"168",176,"a4cdead85ec10d6c15d1ce36013986ee4fe0e658","fixes assignment_type ordering in student syllabus","True","Corrective","t",1,2,3,1.37878349348618,4,3,121,16,-7.49373842592593,179,38,1.3200379858302,30,0,"gradecraft-development",5,0.493644780522,"ham","False","False"
"169",177,"f3760dc8e95fdcfae8cee0648a6a761fc29d8aa8","Fixes coverity warning that I missed in system wrappers.BUG=CoveritynTEST=N/AnnReview URL: https://webrtc-codereview.appspot.com/395005nngit-svn-id: http://webrtc.googlecode.com/svn/trunk@1717 4adac7df-926f-26a2-2b94-8c16560cd09dn","True","Corrective","t",1,1,1,0,15,7,38,2,199.974548611111,1,176,1.0050006363657,150,0,"webrtc",31,0.00634599441403,"ham","False","False"
"170",178,"ab46c65560e75b527e415ae09111326bcdee5496","switch media queries to mobile-first order & get rid of unused stuff","False","None","f",1,1,2,0.181166401553546,13,60,205,2,0.00489583333333333,8,1866.5,154.191489361702,1448,0,"betamax",8,0.830432805868,"spam","False","False"
"171",179,"ab7683561f96bac58dbe8160f4c7aa2ee62effeb","require new bootloader PRIMEKJ02Change-Id: I72cb1f7ee575ef624099633748317f06dca79b57n","False","Feature Addition","f",1,1,1,0,1,1,3,1,5.08547453703704,19,18,1.19663848333466,18,0,"platform_device_samsung_tuna",6,0.593876577667,"ham","False","False"
"172",180,"728a64bf831c5466191ef0b87a5eab763a65e394","admin client: comment out page size settings in calsuite prefs (will be driven from system parameters globally for now)","False","None","f",1,3,3,1.14883485428092,10,4,782.666666666667,4,0.0901041666666667,13,9212,7.78227360308285,5669,0,"bw-classic",11,0.772377530197,"ham","False","False"
"173",181,"013a8d05850b30550d75faadd165deee332da119","GS-285 remove an unneeded field + codesvn path=/trunk/gigaspaces/; revision=36602nnnFormer-commit-id: 5251770e12d64e185304b839eab7bceb82872ce7","False","None","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OpenSpaces",14,0.838020512471,"spam","False","True"
"174",182,"37855fc673676a7e34f16093a928a9c9d15c935c","Updated nightly buildgit-svn-id: file:///usr/local/projects/SUN/JOGL/git-svn/svn-server-sync/jogl/trunk@2012 232f8b59-042b-4e1e-8c03-345bb8c30851n","False","None","f",1,1,1,0,14,39,745,6,0.0435648148148148,876,909,23.9543039319872,803,0,"jogl",24,0.829183187068,"spam","False","True"
"175",183,"362bacaec3cb4dbb437298eda73604dcd4642ba4","git-svn-id: https://lexevs.svn.sourceforge.net/svnroot/lexevs/base/v6/trunk/lexevs_api@5187 c4b421de-a31f-834e-8902-8020e42e311c","False","None","f",1,1,1,0,2,2,681,3,0.98724537037037,37,7902,2.01291941194401,1879,0,"lexevs",20,0.441701276634,"ham","False","True"
"176",184,"fd243a66945aef9cf0902229254ffc6fa68037fe","not-free/contribute message more prominent on home page","False","None","f",2,3,6,2.46208717615022,17,11,76,12,23.5661361882716,518,25233.5,1.09272009227301,202,0,"cyberdojo",6,0.5,"spam","False","False"
"177",185,"c22b68d93ace42864e1f6190040e51133a7a1476","Removing old BDA files.SVN-Revision: 1871n","False","None","f",1,12,43,4.30106585318479,0,6346,147.581395348837,3,0,163,3964,0,3899,0,"nci-term-browser",7,0.740227305341,"ham","False","False"
"178",186,"aba57796c1cd42d8a7b818525abc51143d50f7e5","803 Build version advanced to 6492-20svn path=/xap/trunk/gigaspaces/; revision=114625nnnFormer-commit-id: e60569f510087d7dc9c3dbc2102a089600784e3f","False","None","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OpenSpaces",15,0.818507123784,"ham","False","False"
"179",187,"9c096a943f5621542a16ef6adeafe0c03468de80","Make localtime_r, ctime_r, and gmtime_r dependent to definition of _POSIX, and implement them as macro version.git-svn-id: svn+ssh://svn.code.sf.net/p/mingw-w64/code/trunk@1022 4407c894-4637-0410-b4f5-ada5f102cad1n","False","None","t",1,1,1,0,12,1,288,2,0.0153587962962963,20,5803,66.1092690278824,1996,0,"mingw-w64",30,0.841145343645,"spam","False","False"
"180",188,"8db63078290565ac4d1c97ed7f0f867cdcf43afc","Merge branch 'master' of github.com:paperkettle/Hermes","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hermes",7,0.728852614298,"ham","False","True"
"181",189,"bd465dcf0511a6ae758294c29a639c895db58d6d","Merge pull request #941 from mlangc/compiler-warning-in-move-class-1002444Fix compiler warning","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"scala-ide",11,0.0295566198026,"ham","False","False"
"182",190,"388268270c69111c10ca0bf49996f52d57fd94e1","Inserting jQuery (impact !!)","False","None","f",1,16,142,3.97472553859706,21732,0,0,1,0,0,1393.5,0,143,0,"bloatit",3,0.0267618953303,"ham","False","True"
"183",191,"49d5ef49a6391bddd9493b4d5d84164493e50f79","renaming php directory to be more explicit in plugin naming structure","False","None","f",1,1,1,0,1,1,70,5,83.9532638888889,48,994,1.01191138919058,14,0,"sonar-php",7,0.683692186367,"ham","False","False"
"184",192,"76b09015eb26f35e8000bf01bd0fb679481e97d7","uri pattern in MLinkController","False","None","f",1,1,1,0,1,1,676,10,1.94063657407407,46,429,1.51529483333433,362,0,"Docear",3,0.0471350802811,"ham","False","True"
"185",193,"7d844c9beeec5d440133aecf63048cb68af8d182","Added javadocs for UIComponents","False","Feature Addition","t",1,1,5,2.12014645744977,46,2,32.6,30,3.56801851851852,9,2300,1.07835088607134,240,0,"core",3,0.187649402718,"ham","False","False"
"186",194,"90859d2dd93ae99d2350f76aeb5ecbaab586c664","Merge commit '730cd5aba66c6963c1b6fe1e78d3e49cf1639486'","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"orion",3,0.031832694187,"ham","False","True"
"187",195,"c5f2a7af7679e46ae08bbe399680495b9bc6679a","I fixed the authority in Email to point to the EmailProvider's authority, and I added the EmailProvider to the manifest.","True","Corrective","f",2,2,2,0.811278124459133,7,1,622,3,10.9360590277778,13,0.5,0.522860154591795,0,0,"packages_apps_Email",11,0.630669937,"ham","False","False"
"188",196,"849fd7edf6f4a3d68aa84a2c8c274fa11d0de394","BUGFIX correcting method restgit-svn-id: http://crux-framework.googlecode.com/svn@3664 a5d2bbaa-053c-11de-b17c-0f1ef23b492cn","True","Corrective","f",1,2,2,0.91829583405449,1,2,447,5,15.2656944444444,29,22.5,4.59668489308277,23,0,"crux-framework",18,0.831586607235,"spam","False","False"
"189",197,"0ed690bfb4fdfa86cb6f75c19e24b8ff39a1756c","Send meeting invite mail as multipart/alternative* Turns out that Exchange 2003 requires the ics attachment to be in an  multipart/alternative, rather than a multipart/mixed MIME messagen* Exchange 2007 accepts both typesn* Therefore, we change our output for this particular situation, i.e.n  a single attachment that is an ics file, to multipart/alternativen* Rename FLAG_SUPPRESS_CONTENT_DISPOSITION to FLAG_ICS_ALTERNATIVE_PARTn  and make this flag do double duty - 1) suppress the Content-Dispositionn  header (also required by Exchange) and 2) send the message asn  multipart/alternativen* Add unit tests for Rfc822Output to check that mime parts are composedn  properlynnBug: 2516394nChange-Id: I60e26f57b8ecaf01d0340e7828533334e0e7d45an","True","Corrective","t",2,5,5,1.19840263996514,186,33,1535.4,12,26.3763009259259,133,1021,1.10361186362374,80,0,"packages_apps_Email",67,0.724473978862,"ham","False","False"
"190",198,"c3ce9da66f87e1def0cf83c6fb5fc7c032398adc","* Merged in new serialization scheme.","False","Feature Addition","t",3,9,22,3.59294451584114,1697,1444,265.772727272727,6,22.3805471380471,603,1575.5,1.11793956631655,1271,0.713941830054197,"kaffe",4,9.72552658191e-05,"ham","False","False"
"191",199,"b49a63a75af37218bf1fd3e84e7547243325119e","TestVN-356:Clean and Improve existing Selenium for GateIn","False","Preventative","f",1,1,2,0.979868756651153,11,1,647,1,8.77883680555556,2,745.5,1.05815493861212,746,0,"gatein-portal",7,0.012260111156,"ham","False","False"
"192",200,"970a97ac5fd2f489b0f6ba743612406d66f53f2a","Push enough data through the socket so that the socket close gets detected.git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@1185210 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,1,0,23,22,157,17,46.0683217592593,4,441,1.02170689015384,335,0,"activemq",24,0.000353759547433,"ham","False","False"
"193",201,"d6191b477cbea7ef437fa37987705dfae34111a9","minor: changed logging config for the indexing tool so that it does not print solrtexttagger WARN level loggingsgit-svn-id: https://svn.apache.org/repos/asf/stanbol/trunk@1691368 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,1,0,3,1,54,16,749.829479166667,3,9850,1.00133363655042,3014,0,"stanbol",27,0.976860385329,"spam","False","False"
"194",202,"4e1022fc58501982e1c186e44d402ec895c758ad","rename Takeabreak! to TakeaBreak","False","None","f",1,1,4,1.59167277858233,14,14,26.5,23,27.0333130787037,14,13181.5,1.01141662507256,3615,0,"udig-platform",3,0.686953461846,"ham","False","False"
"195",203,"76d4e8e46c85cd57054fd6d5a21de50b84fb2347","Fixes for system for alpha masks with atomic immutable files for each mask.Minor fixes for same system handling coordinate transforms.n","True","Corrective","t",1,2,4,0.919906581227067,139,9,1663.5,9,0.771423611111111,676,7012.5,1.68458173594651,6640,0,"TrakEM2",13,0.787933102042,"ham","False","False"
"196",204,"084d61fb9984bad6ccc3522ca3e991f04f87577b","Spark executor environmental variables support","False","None","f",2,3,4,0.935251138235052,67,48,290.25,6,0.823831018518518,25,3997.5,2.28173932369946,139,0,"PredictionIO",5,0.5,"ham","False","False"
"197",205,"53349412801f238c3bedf29ce3fb330a1c0f0143","Merge branch 'check-images-2' of https://github.com/codyhoag/liferay-docs into dev-site","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"liferay-docs",13,0.604893707426,"ham","False","True"
"198",206,"ea4af50f223deb6b48168ddd631a13474a5e2137","fixed classpath prj depgit-svn-id: file:///home/igor/dev/stuff/svnbackup/trunk@493 ef7698a4-5110-0410-9fc6-c7eb3693863fn","True","Corrective","f",1,1,1,0,1,1,30,2,3.46934027777778,7,1008,1.28823923856801,11,0,"wicketstuff-import-backup",19,0.5,"ham","False","False"
"199",207,"9f762cc24776ccd03bd8ebbfa00259a29ec2c8f0","Minor regrouping of R6RS benchmarks.git-svn-id: https://trac.ccs.neu.edu/svn/larceny/trunk/larceny_src@5166 c9681fa6-b8ae-40c0-a6da-707a35ad5973n","False","None","f",1,1,1,0,2,2,312,9,0.536377314814815,4,1626,2.86435923440433,431,0,"larceny-oldimport",22,0.587342060893,"ham","False","False"
"200",208,"ef377133b20c49a91d8e4f139b718198b8eeefce","[search] Adding collection settings tab","False","Feature Addition","f",1,3,4,1.57761509452792,84,30,885.25,31,1.14928819444444,313,8730.5,2.88683716945627,6700,0,"hue",5,0.0223804999528,"ham","False","False"
"201",209,"a1153a92fae9cc2dae54887bf4dd4a6f18cb3780","workaround for debconf issues setting up opengeo-postgisgit-svn-id: http://svn.opengeo.org/suite/trunk@2470 fe66add1-021f-4af3-b75b-ea5154e73f91n","False","None","f",1,1,1,0,22,1,59,1,0.184594907407407,6,2740,6.41726754028466,75,0,"suite",20,0.234048045477,"ham","False","False"
"202",210,"fbb469e96cddb03b8a819766516e367351eb5048","android: remove obsolete .mk files","False","None","f",1,1,2,0.738284866143451,0,72,36,2,24.786087962963,11,1489.5,1.03301375698232,29,0,"bvs",5,0.678738418176,"ham","False","False"
"203",211,"66cd17d45f4cdfec81e2f3d81bbfa36cf3985353","doc: wiki snapshot","False","Non Functional","f",1,1,6,1.99180013423281,14,13,52.5,14,721.809253472222,30,65324.5,1.0060301377423,2471,0,"fbc",3,0.0182317772896,"ham","False","False"
"204",212,"91e081e9b64eb81fca52119ebeee116a187e2de7","GS-803 platform version advanced to 6.0.2.625svn path=/trunk/openspaces/; revision=20004nnnFormer-commit-id: c9ffe67ed516fcb3dd99c2a76d6528ff2d6fa44d","False","None","f",1,1,1,0,1,1,68,3,0.238032407407407,1447,1439,5.20110862588739,1439,0,"OpenSpaces",17,0.575992421035,"ham","False","False"
"205",213,"fa3ad1dd0eecd91b11f013b00d18b06245ce2745","Begin 0.2.2-SNAPSHOT development","False","None","f",9,11,11,3.22192809488736,20,20,24.4545454545455,7,0.0158217592592593,332,410,18.3516926645875,15,0,"pedestal",6,0.5,"ham","False","False"
"206",214,"1928d2edda8590ebb0e2297f70cc60d4ff586f00","Removed tabs from xml documentation","False","Non Functional","f",1,1,2,0.632130278121971,44,44,66,13,0.0239930555555556,2,76.5,32.2590448625181,4,0,"cartoweb3",4,0.832566962931,"spam","False","False"
"207",215,"e611b594fb9a38614d49c7a451899ee753999f60","LUCENE-3616: add this sanity check to SimpleText toogit-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1209639 13f79535-47bb-0310-9956-ffa450edef68n","False","None","f",1,1,1,0,2,0,202,26,15.9942361111111,2,11957,1.06252252330484,7043,0,"lucene_solr",24,0.709081240588,"ham","False","False"
"208",216,"a25b934bc673a78bb61bd5cef0f106f6933c8a3f","cast to int to avoid some warnings in vsgit-svn-id: http://svn.openframeworks.cc/addons/ofxOsc/trunk/ofxOsc@204 0457777e-be4a-0410-a59e-cd2fa5f2afb7n","False","None","t",1,1,1,0,2,2,203,2,159.951446759259,3,2237,1.00625189718668,64,0,"pcDuino-openFrameworks",21,2.55874350859e-05,"ham","False","False"
"209",217,"9b88d672a15db852e29e86068e6aded2d3266f98","Unit not deleted when a GRE tunnel is removed.","False","None","f",1,2,2,1,2,2,21,17,6.21554398148148,2,160.5,1.12066522290479,30,0,"opennaas",5,0.625337952632,"ham","False","False"
"210",218,"09d72e4201a7d137eebe2dc1f884c271faecd49b","merge in lmp-mr1-release history after reset to eb6e0072758667df89ab0822aafc146ca3e3db58","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"android_packages_apps_DeskClock",7,0.819607470719,"ham","False","False"
"211",219,"1ea68926d5fdc3485221c1c4a42a90cc10a1b845","Fix value initialization for Binomial factor in Gibbs solver","True","Corrective","t",2,3,4,1.90324175418054,80,17,240.5,9,3.84235821759259,19,1224.5,9.1875597636197,902,0,"dimple",7,0.5,"ham","False","False"
"212",220,"70d33962e2e06eb0c5a8c5437fa5e1d6c60dcf25","fix names for SolvableIdealgit-svn-id: file:///home/SUBVERSION/jas/trunk@4381 eafcb37d-f50b-0410-b8f7-d4cb9effa109n","True","Corrective","t",1,1,15,3.85560820140813,19,34,80.1333333333333,2,1873.96124691358,41,12382,1.00015364920376,1705,0,"jas",16,0.811466692486,"ham","False","False"
"213",221,"0ffc68892d75a9d6570354d0f04b0cfda7d978cd","performance: faster opening of lists (~20%), better scrolling* avoid duplicate distance calculation in distance sortern* avoid String.format() wherever possiblen* avoid lookups with constant values in databasen* avoid reinitializing database all the timen","False","None","t",2,6,12,3.08923867201485,71,65,1178.5,17,13.1057214506173,489,1165.5,1.9899492362213,81,0,"cgeo",26,0.00123848534855,"ham","False","False"
"214",222,"abff403189784bbf81da75fdf7490a9e41b9d98e","pmnsdel mingw tweak - under Win32, rename fails if file exists.","True","Corrective","t",1,1,1,0,6,0,238,5,20.7747569444444,13,10741,1.04813534053246,5918,0,"pcp",8,0.5,"spam","False","False"
"215",223,"e1848553fec8f8d404ced0d3cb2e6113ec1b09e6","Added package filegit-svn-id: http://code.marketcetera.org/root/trunk@9216 501a4a96-914b-0410-8454-f5988a4ca596n","False","Feature Addition","f",1,1,1,0,5,0,0,1,0,0,33892,0,30787,0,"mktc-platform",17,0.5,"spam","False","True"
"216",224,"a17d1855fea0c607e6b1d8ea3a1a721fee6abe12","Removal of M1 code. Issue 852 fixed. no test case updatedgit-svn-id: https://mifos.svn.sourceforge.net/svnroot/mifos/trunk@10925 a8845c50-7012-0410-95d3-8e1449b9b1e4n","True","Corrective","f",1,23,47,4.67036594075284,63,10715,305.978723404255,12,23.4582340918046,200,580,1.00388434147637,603,0,"mifos-head",25,0.882784441413,"spam","False","False"
"217",225,"84c2b53102b3f01ef3f1fa833cec0712b3c5de03","Pull the latest from gxp to get BingSource.git-svn-id: http://svn.opengeo.org/suite/trunk/geoexplorer@1961 fe66add1-021f-4af3-b75b-ea5154e73f91n","False","Preventative","f",1,1,1,0,1,1,118,9,17.0318287037037,5,7041,1.05871360130475,30,0,"suite",20,0.224852290411,"ham","False","False"
"218",226,"e44c3772ddb3b7cfa4a47f01123699547de185c6","Add call backtrace for lock debug instrumentationThis is only used in QA, but needs to be in the mainline code base.nThis change allows us to report the procedure call traceback at eachnlock and unlock operation, which is most useful for lock recursionnand lock hierarchy inversion bugs should they arise.nnNone of this is compiled into the shipped versions of libpcp.n","True","Corrective","t",2,3,4,1.39632681242995,51,0,4024,15,41.8310648148148,239,6462.5,1.06519527898865,2573,0,"pcp",34,0.261872124454,"ham","False","False"
"219",227,"ef6ea14ae96d1ddb438cc2c463b34c1efeeb6f99","copy ipv scp voor DS practicum. Jaapgit-svn-id: https://secure.a-eskwadraat.nl/svn/domjudge/trunk@221 caf94f87-7bd6-0310-88dc-dee8202e2269n","False","None","f",1,1,1,0,3,3,26,2,3.73341435185185,2,58,1.26785133011126,25,0,"domjudge",22,0.5,"ham","False","False"
"220",228,"7c446ffb1abc4739748eeecdd2a4317f714ebd50","Add better error reporting","False","Feature Addition","f",1,1,1,0,1,1,703,7,11.7032175925926,55,3498,1.08544658698245,342,0,"MDSplus",4,0.819526859587,"ham","True","False"
"221",229,"390866a4396229ff489e8eafa57f643da07fd9e8","am 7071a500: Merge Fix libcore's usage of readdir_r(3).* commit '7071a500b68799657813aaf842db00b8a317f963':n  Fix libcore's usage of readdir_r(3).n","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"platform_libcore",16,0.5,"spam","False","False"
"222",230,"75bf91127a635f469c1212ad7f140e0d94ab2bb9","Psyringe - added test script for issue 210.","False","Feature Addition","f",1,1,1,0,22,0,0,1,0,0,225,0,225,0,"wagic",6,0.5,"ham","False","False"
"223",231,"473c98ca1435526115ba77644c3704fd3ffe65e9","803 Build version advanced to 6485-228svn path=/xap/trunk/gigaspaces/; revision=104417nnnFormer-commit-id: 1606a9950c1476c87cf38a12778b9604602d9a22","False","None","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"OpenSpaces",15,0.0597807314403,"ham","False","False"
"224",232,"e7a74b117bb4c4c28ac6db22119be6a7c36898f1","Fix Enter handling in glossary commentgit-svn-id: https://omegat.svn.sourceforge.net/svnroot/omegat/trunk@3831 b0d8beef-cb45-0410-a8e4-c0d495c3b779n","True","Corrective","f",1,1,1,0,4,1,3682,9,0.00466435185185185,568,5118,215.39205955335,674,0,"OmegaT",21,0.67122334367,"ham","False","False"
"225",233,"74b6b8d4c18606705af3fb672a8445811747aac0","AppCode: errorHandler for reveal plugin","False","None","f",1,1,1,0,4,0,20,1,162.165138888889,2,81,1.00616655347044,23,0,"intellij-plugins",4,0.5,"ham","False","False"
"226",234,"7cc406ffc7a1b5baf9222478c833fb3be5812978","Depend on javax.servlet for version 3.0 APIReplace tomcat servlet-api 3.0 dependencies with the javax.servletnversions that are now available in the Maven central repository.n","False","None","f",1,1,1,0,4,4,856,25,0.0226273148148148,98,378,45.1943734015345,23,0,"spring",20,0.451298228178,"ham","False","False"
"227",235,"0987e59a843f756ef63f1e6bf7e20e94951f50f4","Bugzilla 4054: Retain previously set output properties when adding new ones.git-svn-id: https://svn.apache.org/repos/asf/xalan/java/trunk@336011 13f79535-47bb-0310-9956-ffa450edef68n","True","Corrective","f",1,1,1,0,1,1,3321,9,3.00134259259259,118,301,1.33318422311003,295,0,"xalan-j",28,0.76779197847,"ham","False","False"
"228",236,"5caabc2175862a828f95be100087f5394d96a9a4","Story:  New interceptor (pebble). [id=1665]git-svn-id: https://geekscape.org/svn/boost/trunk@1303 05db6a09-9903-0410-bedf-ba9bc4063e48n","False","None","f",1,2,5,1.41181474962665,62,43,42.2,5,0.241354166666667,14,4453,5.85207182928384,4207,0,"boost",21,0.240710864395,"ham","False","False"
"229",237,"cd3bc7c76ff86214b299bba75617c60099b45664","*** empty log message ***","False","None","f",1,1,1,0,2,2,112,2,0.00163194444444444,21,710,613.765957446808,710,0,"eclipse",2,0.687183804323,"ham","True","True"
"230",238,"8a4e60d1aa900bde281665864b6714a200b0a45b","am 69de1fd8: am 88f3eb4a: Remove deprecated locales - DO NOT MERGE* commit '69de1fd80884a8b590bc61852e62371809770d3d':n  Remove deprecated locales - DO NOT MERGEn","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"packages_providers_MediaProvider",17,0.695285545907,"ham","False","False"
"231",239,"0470e5e8478be91b6e6085285ada143c1e111513","Merge Catch ISE during AutoDiscover. into jb-ub-mail-ur10","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"packages_apps_Exchange",8,0.205122603104,"ham","False","False"
"232",240,"5c4f58993458859e69a7bf15efd02916eb1374d9","Merge pull request #1373 from smiledexter/patch-51Updated Lithuanian translation","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XPrivacy",9,0.16175848944,"ham","False","False"
"233",241,"d6cc802023ae088a6d3ef13638e6db65030035ca","[fb] Do not show Sentry warning when selecting files in a Sentry directoryShow only the directory warning.n","False","None","f",1,1,1,0,1,1,157,33,63.5464467592593,48,10424,1.01573652109595,8025,0,"hue",11,0.5,"ham","False","False"
"234",242,"8c87f65f32463344becc5c4a383a63fea04bc49b","tests: Use /var/run/hostapd-global to avoid socket file in work dirThis makes some cases more convenient with read-only file systems.nnSigned-hostap: Jouni Malinen <jouni@qca.qualcomm.com>n","False","Preventative","f",1,1,2,1,2,2,84.5,1,26.9310763888889,9,11982.5,1.02188611897455,220,0,"hostap-ct",26,0.169994204397,"ham","False","False"
"235",243,"3cf48c4f2e2d558130253457fea02ef4047cf8e1","tests: Fix a typo on a wpas_config_file error pathIn addition, print the config files in error case to the debug log.nnSigned-off-by: Jouni Malinen <jouni@qca.qualcomm.com>n","False","Preventative","f",1,1,1,0,5,1,111,22,8.4880787037037,1,14976,1.11781229120362,1137,0,"hostap-ct",22,0.847482409297,"spam","False","False"
"236",244,"1c1f1b6d452d529765c03f613af4684954d49046","Added pthread library to server taget links","False","Feature Addition","f",1,1,2,0.787126586201269,10,7,25.5,8,0.430515046296296,2,124.5,9.29223139288254,4,0,"psi-toolkit",6,0.575298280714,"ham","False","False"
"237",245,"d9c74f63e13b962d3eb6a9db05502277b157f6ad","All tests writing temporary files are updated to use cv::tempfile() function","False","Preventative","t",1,16,26,3.73489795517426,502,440,479.076923076923,37,114.984719106125,348,3522.5,1.00086944862717,1980,0,"opencv",10,0.5,"ham","False","False"
"238",246,"f74d4c21019aa2d6fcddc718dac3737fb35cb926","Merge pull request #844 from alarcher/libcheckAdd check 0.9.14","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"oi-userland",10,0.600244850177,"ham","False","False"
"239",247,"ba65af34357eb79e37480758416cdc4e184689aa","customize: fix locking accounts with passwordsWhen setting the password for a locked account, make sure to still writenthe password after the !! marker, otherwise the account will have nonpassword.n","False","None","f",1,1,1,0,2,2,172,16,73.0309259259259,2,529,1.01369282926817,6,0,"libguestfs",17,0.779678952595,"ham","False","False"
"240",248,"dd96cb8d52fea1d6a966d328da65edb3fcd29c43","Danny: Tetsinggit-svn-id: http://www.molgenis.org/svn/molgenis_apps/trunk@9037 42de9c89-b41c-0410-9fa9-f33e7b6bda7an","False","None","f",1,1,1,0,2,2,32,1,0.00465277777777778,5,1384,215.925373134328,500,0,"molgenis_apps-legacy",17,0.215156368203,"ham","True","True"
"241",249,"72b54cf7331e6ae6046b4b7d8930b301baa4298a","add package config file","False","Feature Addition","t",1,1,1,0,79,0,0,1,0,0,1727,0,150,0,"ace",4,0.657894595705,"ham","False","False"
"242",250,"ebaeb653ddde016cac8a46e8cd954ce5c6e483df","add readme file","False","Feature Addition","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"zendserver-sdk-java",3,0.764183162062,"ham","False","False"
"243",251,"918a211edcdb86b2a97d4b1d034ea108476106c7","SOLR-2452: merged with trunk up to r1130266.  Removed duplicate solr-contrib-uptodate definition in solr/contrib/contrib-build.xml.  Fixed directory glob in solr-contrib-uptodate target: .../src/main/java/ -> .../src/java/git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/solr2452@1130331 13f79535-47bb-0310-9956-ffa450edef68n","False","Merge","f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lucene_solr",47,0.756542071714,"ham","False","False"
"244",252,"fddf5dbb90977e6e4e01ebd0d0cbf0c95700bcea","sl slovenu00c5u00a1u00c4u008dina translation #13887. Author: woodswoods.","False","None","f",1,1,1,0,2,0,431,5,3.39251157407407,127,39019,1.29476686465629,5455,0,"lila",6,0.768774855015,"ham","False","False"
"245",254,"b508c83faae00e762199ccaf3150527d6c8bd514","add ncss on point feature type datasets","False","Feature Addition","t",2,12,69,5.23565077037231,3929,1879,144.797101449275,16,133.345973899624,379,17268,1.00184698658617,834,0,"thredds",6,0.787141873609,"ham","False","False"
